Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
129,33192557,Clostridium butyricum,1492,species,,Dao,13142,inhibition,low-throughput,causally,mouse,fecal,"in vitro bacterial culture,control experiment","RT-PCR,Western blot assay","In addition, the DAO, LPS, FITC-dextran, and inflammatory cytokine levels of the two treatment groups were similar to each other (P > 0.05) and significantly lower than that of the SAP + IAH Group (P < 0.05; Figures 3B¨CE).", acute pancreatitis, DOID:2913
129,33192557,Clostridium butyricum,1492,species,,Tlr4,21898,inhibition,low-throughput,causally,mouse,fecal,"in vitro bacterial culture,control experiment","RT-PCR,Western blot assay","In addition, the DAO, LPS, FITC-dextran, and inflammatory cytokine levels of the two treatment groups were similar to each other (P > 0.05) and significantly lower than that of the SAP + IAH Group (P < 0.05; Figures 3B¨CE).", acute pancreatitis, DOID:2913
129,33192557,Clostridium butyricum,1492,species,,Ly6g,546644,inhibition,low-throughput,causally,mouse,fecal,"in vitro bacterial culture,control experiment","RT-PCR,Western blot assay","In addition, the DAO, LPS, FITC-dextran, and inflammatory cytokine levels of the two treatment groups were similar to each other (P > 0.05) and significantly lower than that of the SAP + IAH Group (P < 0.05; Figures 3B¨CE).", acute pancreatitis, DOID:2913
129,33192557,Clostridium butyricum,1492,species,,Tnf,21926,inhibition,low-throughput,causally,mouse,fecal,"in vitro bacterial culture,control experiment","RT-PCR,Western blot assay","Relative to the SAP + IAH group, the levels of claudin-2, MMP9, and TNF-¦Á were significantly lower in the two treatment groups (P < 0.05; Figures 5A,B).", acute pancreatitis, DOID:2913
130,35698210,Blautia hansenii,1322,species,ATCC 27752,TNF,7124,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
130,35698210,Marvinbryantia sp.,2496532,species,BM38,IL6,3569,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
130,35698210,Sporofaciens musculi,2681861,species,BM62,IL6,3569,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
130,35698210,Blautia hansenii,1322,species,ATCC 27752,IL6,3569,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
130,35698210,Marvinbryantia sp.,2496532,species,BM38,TNF,7124,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
130,35698210,Sporofaciens musculi,2681861,species,BM62,TNF,7124,activation,low-throughput,causally,human,Bone Marrow-Derived Dendritic Cells,cell culture,qPCR,"From this screen, we selected  the strains BM38, BM62 and B. hansenii ATCC 27752  for in?vivo experiments (Fig.?5A and Supp Fig.?4A) since  these strains elicited lower IL-6 and TNF alpha (for BM38 only) production after coincubation with BMDCs.",colitis; inflammatory bowel disease, DOID:0060180; DOID:0050589
131,33992352,Campylobacter,194,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Fusobacterium,848,genus,,Abca1,11303,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Faecalibaculum,1729679,genus,,Tlr4,21898,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Faecalibaculum,1729679,genus,,Abca1,11303,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Faecalibaculum,1729679,genus,,Pcsk9,100102,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Faecalibaculum,1729679,genus,,Noto,384452,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Campylobacter,194,genus,,Tlr4,21898,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Campylobacter,194,genus,,Abca1,11303,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Campylobacter,194,genus,,Pcsk9,100102,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Campylobacter,194,genus,,Noto,384452,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Campylobacter,194,genus,,Il6,16193,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
131,33992352,Fusobacterium,848,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,Western blot assay,, non-alcoholic fatty liver, DOID:0080546
132,36323315,Citrobacter rodentium,67825,species,DBS100 WT,Tnf,21926,activation,low-throughput,causally,mouse,cecal,in vivo infection experiment,RT-qPCR,"To establish whether cocaine exposure can modulate gut bacterial function, mice were infected with the murine pathogen C. rodentium and treated with cocaine or saline. Cocaine exposure increased pathogen burden in cecum tissues compared to saline-treated infected animals. Moreover, cocaine-treated mice showed increased markers of intestinal disease in response to C.rodentium infection as revealed by increased cecal expression of the proinflammatory cytokines Nos2, Mip and Cxcl1band by gross pathology in the cecal tissues.",healthy,
132,36323315,Citrobacter rodentium,67825,species,DBS100 WT,Mip,17339,activation,low-throughput,causally,mouse,cecal,in vivo infection experiment,RT-qPCR,"To establish whether cocaine exposure can modulate gut bacterial function, mice were infected with the murine pathogen C. rodentium and treated with cocaine or saline. Cocaine exposure increased pathogen burden in cecum tissues compared to saline-treated infected animals. Moreover, cocaine-treated mice showed increased markers of intestinal disease in response to C.rodentium infection as revealed by increased cecal expression of the proinflammatory cytokines Nos2, Mip and Cxcl1band by gross pathology in the cecal tissues.",healthy,
132,36323315,Citrobacter rodentium,67825,species,DBS100 WT,Nos2,18126,activation,low-throughput,causally,mouse,cecal,in vivo infection experiment,RT-qPCR,"To establish whether cocaine exposure can modulate gut bacterial function, mice were infected with the murine pathogen C. rodentium and treated with cocaine or saline. Cocaine exposure increased pathogen burden in cecum tissues compared to saline-treated infected animals. Moreover, cocaine-treated mice showed increased markers of intestinal disease in response to C.rodentium infection as revealed by increased cecal expression of the proinflammatory cytokines Nos2, Mip and Cxcl1band by gross pathology in the cecal tissues.",healthy,
133,35752737,Faecalibacterium prausnitzii,853,species,A2-165,Nfkb1,18033,inhibition,high-throughput,causally,mouse,dendritic cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"In addition, F. prausnitzii (strain A2-165) exerted anti-inflammatory effects by inhibiting NF-¦ÊB activation and IL-8 production (on both cellular and colitis animal models)55, facilitating the IL-10 induction in murine and human dendritic cells and altering T-cell responses56.",healthy,
133,35752737,Faecalibacterium prausnitzii,853,species,A2-165,Cxcl15,20309,inhibition,high-throughput,causally,mouse,dendritic cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"In addition, F. prausnitzii (strain A2-165) exerted anti-inflammatory effects by inhibiting NF-¦ÊB activation and IL-8 production (on both cellular and colitis animal models)55, facilitating the IL-10 induction in murine and human dendritic cells and altering T-cell responses56.",healthy,
133,35752737,Roseburia intestinalis,166486,species,,Tgfb1,21803,activation,high-throughput,causally,mouse,T-regulatory cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"To reduce intestinal inflammation, R. intestinalis raised the number of T-regulatory (Treg)-cells and enhanced the gene expression of the cytokines, namely, transforming growth factor-¦Â (TGF-¦Â) and thymic stromal lymphopoietin (TSLP).",healthy,
133,35752737,Roseburia intestinalis,166486,species,,Tslp,53603,activation,high-throughput,causally,mouse,T-regulatory cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"To reduce intestinal inflammation, R. intestinalis raised the number of T-regulatory (Treg)-cells and enhanced the gene expression of the cytokines, namely, transforming growth factor-¦Â (TGF-¦Â) and thymic stromal lymphopoietin (TSLP).",healthy,
133,35752737,Roseburia intestinalis,166486,species,,Stat3,20848,inhibition,high-throughput,causally,mouse,gut cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"In addition, R. intestinalis supernatant was observed to ameliorate colitis in TNBS and DSS-induced mice models by decreasing the count of Th17 cells and inflammatory macrophages in the colon, and by suppressing the gene expression of signal transducer and activator of transcription 3 (STAT3) and IL-6.",healthy,
133,35752737,Roseburia intestinalis,166486,species,,Il6,16193,inhibition,high-throughput,causally,mouse,gut cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"In addition, R. intestinalis supernatant was observed to ameliorate colitis in TNBS and DSS-induced mice models by decreasing the count of Th17 cells and inflammatory macrophages in the colon, and by suppressing the gene expression of signal transducer and activator of transcription 3 (STAT3) and IL-6.",healthy,
133,35752737,Roseburia hominis,301301,species,A2-183,Tlr2,24088,activation,high-throughput,causally,mouse,gut cells,in vivo infection experiment,Whole metagenome shotgun sequencing,"In addition, R. hominis (strain A2-183) promotes and regulates innate immunity via upregulating genes related to gut barrier function, antimicrobial peptides, T-cell biology, and toll-like receptors (TLR) signaling.",healthy,
134,34082316,Allobaculum,174708,genus,,Dlg4,13385,activation,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"Decreased abundance of Allobaculum was associated with the worse performance of ASAT, lower expression of PSD-95, BDNF, GluR1 and decreased levels of 5-HT and 5-HIAA in the hippocampus.",Bisphenol A exposure,
134,34082316,Allobaculum,174708,genus,,Bdnf,12064,activation,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"Decreased abundance of Allobaculum was associated with the worse performance of ASAT, lower expression of PSD-95, BDNF, GluR1 and decreased levels of 5-HT and 5-HIAA in the hippocampus.",Bisphenol A exposure,
134,34082316,Allobaculum,174708,genus,,Gria1,14799,activation,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"Decreased abundance of Allobaculum was associated with the worse performance of ASAT, lower expression of PSD-95, BDNF, GluR1 and decreased levels of 5-HT and 5-HIAA in the hippocampus.",Bisphenol A exposure,
134,34082316,Parabacteroides,375288,genus,,Dlg4,13385,activation,low-throughput,correlatively,mouse,fecal,control experiment,qPCR,"Parabacteroides was positively related to PSD-95 expression, serum TRP and hippocampal 5-HIAA levels and fecal propionic acid and caproic acid levels.",Bisphenol A exposure,
134,34082316,Ruminiclostridium,1508657,genus,,Dlg4,13385,inhibition,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"In contrast, Ruminiclostridium 9 was negatively correlated with PSD-95, Occludin, and Claudin-1 expression in the hippocampus, Claudin-1 expression in the colon and fecal acetic acid and caproic acid.",Bisphenol A exposure,
134,34082316,Ruminiclostridium,1508657,genus,,Ocln,18260,inhibition,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"In contrast, Ruminiclostridium 9 was negatively correlated with PSD-95, Occludin, and Claudin-1 expression in the hippocampus, Claudin-1 expression in the colon and fecal acetic acid and caproic acid.",Bisphenol A exposure,
134,34082316,Ruminiclostridium,1508657,genus,,Cldn1,12737,inhibition,low-throughput,correlatively,mouse,Hippocampus cells,control experiment,qPCR,"In contrast, Ruminiclostridium 9 was negatively correlated with PSD-95, Occludin, and Claudin-1 expression in the hippocampus, Claudin-1 expression in the colon and fecal acetic acid and caproic acid.",Bisphenol A exposure,
135,35306225,Pseudomonadota,1224,phylum,,Cldn3,12739,inhibition,low-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,qPCR,"Proteobacteria level correlated negatively with Cldn3 (Pearson R ? 0.555, p ? 0.032), Lyz1 (Pearson R ? 0.564, p ? 0.028), barrier integrity (%) (Pearson R ? 0.715, p ? 0.003) and goblet cells (Pearson R ? 0.727, p ? 0.002).",healthy,
135,35306225,Pseudomonadota,1224,phylum,,Lyz1,17110,inhibition,low-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,qPCR,"Proteobacteria level correlated negatively with Cldn3 (Pearson R ? 0.555, p ? 0.032), Lyz1 (Pearson R ? 0.564, p ? 0.028), barrier integrity (%) (Pearson R ? 0.715, p ? 0.003) and goblet cells (Pearson R ? 0.727, p ? 0.002).",healthy,
135,35306225,Bacteroidota,976,phylum,,Cldn3,12739,activation,low-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,qPCR,"Whereas, Bacteroidetes level strongly correlated with Cldn3 (Pearson R ? 0.669, p ? 0.006), Lyz1 (Pearson R ? 0.581, p ? 0.023), barrier integrity (%) (Pearson R ? 0.817, p ? 0.0001), goblet cells (Pearson R ? 0.734, p ? 0.002) and negatively correlated with cecal IgA abundance (Pearson R ? 0.754, p ? 0.001).",healthy,
135,35306225,Bacteroidota,976,phylum,,Lyz1,17110,activation,high-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,RNA seq,"Whereas, Bacteroidetes level strongly correlated with Cldn3 (Pearson R ? 0.669, p ? 0.006), Lyz1 (Pearson R ? 0.581, p ? 0.023), barrier integrity (%) (Pearson R ? 0.817, p ? 0.0001), goblet cells (Pearson R ? 0.734, p ? 0.002) and negatively correlated with cecal IgA abundance (Pearson R ? 0.754, p ? 0.001).",healthy,
135,35306225,Bacteroidota,976,phylum,,Igha,238447,inhibition,high-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,RNA seq,"Whereas, Bacteroidetes level strongly correlated with Cldn3 (Pearson R ? 0.669, p ? 0.006), Lyz1 (Pearson R ? 0.581, p ? 0.023), barrier integrity (%) (Pearson R ? 0.817, p ? 0.0001), goblet cells (Pearson R ? 0.734, p ? 0.002) and negatively correlated with cecal IgA abundance (Pearson R ? 0.754, p ? 0.001).",healthy,
135,35306225,Verrucomicrobiota,74201,phylum,,Mki67,17345,activation,low-throughput,correlatively,mouse,small intestinal tissue cells,control experiment,qPCR,"Interestingly, Verrucomicrobia abundance was positively associated with proliferation marker Ki67 (Pearson R ? 0.783, p ? 0.001).",healthy,
136,34242820,Escherichia coli,562,species,,Angptl4,57875,inhibition,low-throughput,causally,mouse,gut cells,control experiment,qPCR,Both E Coli and Microbial LPS Administration Increase Lipid Intake and Inhibit the Expression of ANGPTL4,jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Tlr4,21898,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"As shown in Figure 5C, in ileum the mRNA expressions of TLR4 and its downstream MyD88 were significantly up-regulated in E coli and LPS groups as compared with the control and JL treatment (P < .05); the expression of REV-ERBa was significantly inhibited and NFIL3 transcription was obviously increased in both E coli and LPS groups in comparison with the control and JL treatment (P < .05).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Myd88,17874,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"As shown in Figure 5C, in ileum the mRNA expressions of TLR4 and its downstream MyD88 were significantly up-regulated in E coli and LPS groups as compared with the control and JL treatment (P < .05); the expression of REV-ERBa was significantly inhibited and NFIL3 transcription was obviously increased in both E coli and LPS groups in comparison with the control and JL treatment (P < .05).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Nr1d1,217166,inhibition,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"As shown in Figure 5C, in ileum the mRNA expressions of TLR4 and its downstream MyD88 were significantly up-regulated in E coli and LPS groups as compared with the control and JL treatment (P < .05); the expression of REV-ERBa was significantly inhibited and NFIL3 transcription was obviously increased in both E coli and LPS groups in comparison with the control and JL treatment (P < .05).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Nfil3,18030,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"As shown in Figure 5C, in ileum the mRNA expressions of TLR4 and its downstream MyD88 were significantly up-regulated in E coli and LPS groups as compared with the control and JL treatment (P < .05); the expression of REV-ERBa was significantly inhibited and NFIL3 transcription was obviously increased in both E coli and LPS groups in comparison with the control and JL treatment (P < .05).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Stat3,20848,inhibition,low-throughput,causally,mouse,gut cells,control experiment,western blot,"As expected, the protein expression of IL-22 and the phosphorylation level of STAT3 by Western blot have further shown high-level expression under E coli and LPS treatment as compared with the control (Figure 5D). The Oil Red O staining of ileum for each group has also reflected same observation (Figure 5E).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Vldlr,22359,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"The qPCR assays and Western blot similarly showed that E coli administration and LPS supplementation had dramatically elevated transcription and translation of the molecule associated with lipid uptake and lipogenesis (including VLDLR, LPL, and ACC), with reducing the transcriptional levels of ATGL (Figure 5K and L).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Lpl,16956,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"The qPCR assays and Western blot similarly showed that E coli administration and LPS supplementation had dramatically elevated transcription and translation of the molecule associated with lipid uptake and lipogenesis (including VLDLR, LPL, and ACC), with reducing the transcriptional levels of ATGL (Figure 5K and L).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Acc,104371,activation,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"The qPCR assays and Western blot similarly showed that E coli administration and LPS supplementation had dramatically elevated transcription and translation of the molecule associated with lipid uptake and lipogenesis (including VLDLR, LPL, and ACC), with reducing the transcriptional levels of ATGL (Figure 5K and L).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Pnpla2,66853,inhibition,low-throughput,causally,mouse,gut cells,control experiment,qPCR,"The qPCR assays and Western blot similarly showed that E coli administration and LPS supplementation had dramatically elevated transcription and translation of the molecule associated with lipid uptake and lipogenesis (including VLDLR, LPL, and ACC), with reducing the transcriptional levels of ATGL (Figure 5K and L).",jet-lag;melatonin administration,
136,34242820,Escherichia coli,562,species,,Il22,50929,inhibition,low-throughput,causally,mouse,gut cells,control experiment,western blot,"As expected, the protein expression of IL-22 and the phosphorylation level of STAT3 by Western blot have further shown high-level expression under E coli and LPS treatment as compared with the control (Figure 5D). The Oil Red O staining of ileum for each group has also reflected same observation (Figure 5E).",jet-lag;melatonin administration,
137,36924854,Akkermansia muciniphila,239935,species,,Trpv6,64177,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,Western blot assay,"Furthermore, after using combined antibiotics to clear intestinal flora, compared with CON-Antibiotics group, the expression of arginine transporter in IF-Antibiotics group changed from no significant change to a significant increase after Akkermansia colonization (Fig. 5H).",obesity, DOID:9970
137,36924854,Akkermansia muciniphila,239935,species,,Nags,217214,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,Western blot assay,"Furthermore, after using combined antibiotics to clear intestinal flora, compared with CON-Antibiotics group, the expression of arginine transporter in IF-Antibiotics group changed from no significant change to a significant increase after Akkermansia colonization (Fig. 5H).",obesity, DOID:9970
138,35927305,Thomasclavelia spiroformis,29348,species,,NBPF13P,644861,activation,high-throughput,correlatively,human,Colonic mucosal tissues,control experiment,RNA seq,"The correlation coefficients of C. spiroforme with RMRP, RNR1, and NBPF13P were ?0.644, ?0.636, and 0.631, respectively.",colorectal cancer, DOID:9256
138,35927305,Thomasclavelia spiroformis,29348,species,,RMRP,6023,inhibition,high-throughput,correlatively,human,Colonic mucosal tissues,control experiment,RNA seq,"The correlation coefficients of C. spiroforme with RMRP, RNR1, and NBPF13P were ?0.644, ?0.636, and 0.631, respectively.",colorectal cancer, DOID:9256
138,35927305,Thomasclavelia spiroformis,29348,species,,RNR1,6052,inhibition,high-throughput,correlatively,human,Colonic mucosal tissues,control experiment,RNA seq,"The correlation coefficients of C. spiroforme with RMRP, RNR1, and NBPF13P were ?0.644, ?0.636, and 0.631, respectively.",colorectal cancer, DOID:9256
139,34692558,Ruminococcus gauvreauii,438033,species,,APOE,348,activation,high-throughput,correlatively,human,plasma,control experiment,Metagenomic Sequencing,"Blood levels of APOE and/or TRIG correlated positively with the abundance of the disease-related bacteria Ruminococcusgnavus, Blautiahansenii, and Atopobiumparvulum,which in turn correlated with a series of urine metabolites.", atherosclerosis, DOID:1936
139,34692558,Blautia hansenii,1322,species,,APOE,348,activation,high-throughput,correlatively,human,plasma,control experiment,Metagenomic Sequencing,"Blood levels of APOE and/or TRIG correlated positively with the abundance of the disease-related bacteria Ruminococcusgnavus, Blautiahansenii, and Atopobiumparvulum,which in turn correlated with a series of urine metabolites.", atherosclerosis, DOID:1936
139,34692558,Lancefieldella parvula,1382,species,,APOE,348,activation,high-throughput,correlatively,human,plasma,control experiment,Metagenomic Sequencing,"Blood levels of APOE and/or TRIG correlated positively with the abundance of the disease-related bacteria Ruminococcusgnavus, Blautiahansenii, and Atopobiumparvulum,which in turn correlated with a series of urine metabolites.", atherosclerosis, DOID:1936
140,33535879,Parabacteroides distasonis,823,species,,Trpv1,193034,activation,low-throughput,causally,mouse,plasma,control experiment,Western blot assay,"On the contrary, the activated Kyn pathway was suppressed to a certain extent by PD, proved by the decreased tendency of Kyn/Trp and 3-HK.",chronic restraint stress,
141,35309369,[Clostridium] symbiosum,1512,species,,CCL2,6347,activation,low-throughput,causally,human,fecal,control experiment,Premixed Multi-Analyte Kit,"For instance, Clostridium symbiosum may contribute to increased CCL2 levels by decreasing serum cholic acid levels (Figure 4C), and Eggerthella lenta may contribute to increased CCL2 levels by affecting serum levels of cholic acid and asparaginyl-valine (Figures 4D, E).", schizophrenia, DOID:5419
141,35309369,Eggerthella lenta,84112,species,,CCL2,6347,activation,low-throughput,causally,human,fecal,control experiment,Premixed Multi-Analyte Kit,"For instance, Clostridium symbiosum may contribute to increased CCL2 levels by decreasing serum cholic acid levels (Figure 4C), and Eggerthella lenta may contribute to increased CCL2 levels by affecting serum levels of cholic acid and asparaginyl-valine (Figures 4D, E).", schizophrenia, DOID:5419
142,36978130,MF 13079,,strain,,Camp,12796,inhibition,low-throughput,causally,mouse,pancreatic,control experiment,qPCR,"Butyrate was not detected in either group (Fig. 5A), and the pancreatic Cramp gene expression level showed a trend of being lower in Muri group.",insulin-dependent diabetes;colitis,
143,36389730,Clostridia,186801,genus,UCG-014,Tnf,21926,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnoclostridium,1506553,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnospiraceae,186803,family,,Tnf,21926,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lactobacillus,1578,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Bacteroides,816,genus,,Mfsd2a,76574,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Bacteroides,816,genus,,Bhlhe41,79362,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
143,36389730,Lachnoclostridium,1506553,genus,,Cxcl2,20310,activation,low-throughput,correlatively,mouse,liver,Supplementation of metabolite,Spearman correlation analysis,"These results showed that Mfsd2a and Bhlhe41 genes were positively correlated with Bacteroides and that they were also positively correlated with Akkermansia, but this correlation was not statistically significant. The other 28 genes, including Cxcl2, S100a9, Tnf, Ereg and IL-10 were activated genes in the model group and were associated with Lachnoclostridium, Roseburia, norank_f: norank_o:Clostridia_UCG-014, Lactobacillus, norank_f: Lachnospiraceae, and norank_f:Muribaculaceae, which were all positively regulated.", ulcerative colitis, DOID:8577
